Country,Date,Cases,Deaths,Recovered
Austria,2020-02-15,0,0,0
Austria,2020-02-16,0,0,0
Austria,2020-02-17,0,0,0
Austria,2020-02-18,0,0,0
Austria,2020-02-19,0,0,0
Austria,2020-02-20,0,0,0
Austria,2020-02-21,0,0,0
Austria,2020-02-22,0,0,0
Austria,2020-02-23,0,0,0
Austria,2020-02-24,0,0,0
Austria,2020-02-25,2,0,0
Austria,2020-02-26,2,0,0
Austria,2020-02-27,5,0,0
Austria,2020-02-28,7,0,0
Austria,2020-02-29,10,0,0
Austria,2020-03-01,14,0,0
Austria,2020-03-02,18,0,0
Austria,2020-03-03,24,0,0
Austria,2020-03-04,29,0,0
Austria,2020-03-05,43,0,2
Austria,2020-03-06,66,0,2
Austria,2020-03-07,81,0,2
Austria,2020-03-08,104,0,2
Austria,2020-03-09,131,0,2
Austria,2020-03-10,182,0,4
Austria,2020-03-11,246,0,4
Austria,2020-03-12,361,1,4
Austria,2020-03-13,504,1,6
Austria,2020-03-14,655,1,6
Austria,2020-03-15,860,1,6
Austria,2020-03-16,1018,3,8
Austria,2020-03-17,1332,4,9
Austria,2020-03-18,1646,4,9
Austria,2020-03-19,2179,6,9
Austria,2020-03-20,2649,6,9
Austria,2020-03-21,2992,8,9
Austria,2020-03-22,3582,16,9
Austria,2020-03-23,4474,21,9
Austria,2020-03-24,5283,28,9
Austria,2020-03-25,5588,31,9
Austria,2020-03-26,6909,51,112
Austria,2020-03-27,7697,61,225
Austria,2020-03-28,8271,72,225
Austria,2020-03-29,8788,92,479
Austria,2020-03-30,9618,116,636
Austria,2020-03-31,10180,138,1095
Austria,2020-04-01,10711,158,1436
Austria,2020-04-02,11129,171,1749
Austria,2020-04-03,11524,182,2022
Austria,2020-04-04,11781,202,2507
Austria,2020-04-05,12051,222,2998
Austria,2020-04-06,12297,240,3463
Austria,2020-04-07,12639,265,4046
Austria,2020-04-08,12942,298,4512
Austria,2020-04-09,13244,322,5240
Austria,2020-04-10,13560,348,6064
Austria,2020-04-11,13806,368,6604
Austria,2020-04-12,13945,382,6987
Austria,2020-04-13,14041,402,7343
Austria,2020-04-14,14226,420,7633
Austria,2020-04-15,14350,430,8098
Austria,2020-04-16,14476,449,8986
Austria,2020-04-17,14595,472,9704
Austria,2020-04-18,14671,485,10214
Austria,2020-04-19,14749,495,10501
Austria,2020-04-20,14795,515,10631
Austria,2020-04-21,14873,538,10971
Austria,2020-04-22,14925,559,11328
Austria,2020-04-23,15002,572,11694
Austria,2020-04-24,15071,580,11872
Austria,2020-04-25,15148,586,12103
Austria,2020-04-26,15225,592,12282
Austria,2020-04-27,15274,599,12362
Austria,2020-04-28,15357,621,12580
Austria,2020-04-29,15402,633,12779
Austria,2020-04-30,15452,637,12907
Austria,2020-05-01,15531,642,13110
Austria,2020-05-02,15558,649,13180
Austria,2020-05-03,15597,651,13228
Austria,2020-05-04,15621,653,13316
Austria,2020-05-05,15650,659,13462
Austria,2020-05-06,15684,661,13639
Austria,2020-05-07,15752,662,13698
Austria,2020-05-08,15774,667,13836
Austria,2020-05-09,15833,668,13928
Austria,2020-05-10,15871,671,13991
Austria,2020-05-11,15882,673,14061
Austria,2020-05-12,15961,676,14148
Austria,2020-05-13,15997,677,14304
Austria,2020-05-14,16058,679,14405
Austria,2020-05-15,16109,681,14471
Austria,2020-05-16,16201,682,14524
Austria,2020-05-17,16242,682,14563
Austria,2020-05-18,16269,682,14614
Austria,2020-05-19,16321,685,14678
Austria,2020-05-20,16353,686,14882
Austria,2020-05-21,16404,686,14951
Austria,2020-05-22,16436,688,15005
Austria,2020-05-23,16486,692,15037
Austria,2020-05-24,16503,693,15063
Austria,2020-05-25,16539,694,15138
Austria,2020-05-26,16557,696,15182
Austria,2020-05-27,16591,698,15228
Austria,2020-05-28,16628,723,15286
Austria,2020-05-29,16655,723,15347
Austria,2020-05-30,16685,723,15520
Austria,2020-05-31,16731,723,15593
Austria,2020-06-01,16733,723,15596
Austria,2020-06-02,16759,724,15629
Austria,2020-06-03,16771,725,15672
Austria,2020-06-04,16805,725,15717
Austria,2020-06-05,16843,727,15742
Austria,2020-06-06,16898,727,15789
Austria,2020-06-07,16902,727,15793
Austria,2020-06-08,16968,727,15839
Austria,2020-06-09,16979,727,15875
Austria,2020-06-10,17005,728,15910
Austria,2020-06-11,17034,729,15949
Austria,2020-06-12,17064,730,15985
Austria,2020-06-13,17078,732,16012
Austria,2020-06-14,17109,732,16059
Austria,2020-06-15,17135,733,16066
Austria,2020-06-16,17189,736,16089
Austria,2020-06-17,17203,742,16099
Austria,2020-06-18,17223,743,16101
Austria,2020-06-19,17271,743,16141
Austria,2020-06-20,17323,743,16175
Austria,2020-06-21,17341,745,16197
Austria,2020-06-22,17380,745,16241
Austria,2020-06-23,17408,748,16261
Austria,2020-06-24,17449,748,16282
Austria,2020-06-25,17477,753,16320
Austria,2020-06-26,17522,753,16348
Austria,2020-06-27,17580,755,16371
Austria,2020-06-28,17654,757,16401
Austria,2020-06-29,17723,758,16420
Austria,2020-06-30,17766,760,16478
Austria,2020-07-01,17873,760,16491
Austria,2020-07-02,17941,760,16514
Austria,2020-07-03,18050,760,16558
Austria,2020-07-04,18165,760,16607
Austria,2020-07-05,18280,761,16615
Austria,2020-07-06,18365,761,16647
Austria,2020-07-07,18421,761,16686
Austria,2020-07-08,18513,761,16721
Austria,2020-07-09,18615,761,16758
Austria,2020-07-10,18709,761,16808
Austria,2020-07-11,18783,761,16864
Austria,2020-07-12,18897,763,16952
Austria,2020-07-13,18948,763,17000
Austria,2020-07-14,19021,764,17073
Austria,2020-07-15,19154,765,17175
Austria,2020-07-16,19270,765,17244
Austria,2020-07-17,19439,765,17335
Austria,2020-07-18,19573,765,17501
Austria,2020-07-19,19655,765,17599
Austria,2020-07-20,19743,765,17659
Austria,2020-07-21,19827,765,17716
Austria,2020-07-22,19929,766,17849
Austria,2020-07-23,20099,766,17943
Austria,2020-07-24,20214,766,18042
Austria,2020-07-25,20338,767,18124
Austria,2020-07-26,20472,767,18209
Austria,2020-07-27,20558,768,18246
Austria,2020-07-28,20677,768,18379
Austria,2020-07-29,20850,771,18528
Austria,2020-07-30,20955,773,18628
Austria,2020-07-31,21130,773,18758
Austria,2020-08-01,21212,773,18911
Austria,2020-08-02,21304,773,18984
Austria,2020-08-03,21385,773,19063
Austria,2020-08-04,21481,774,19336
Austria,2020-08-05,21566,774,19464
Austria,2020-08-06,21696,774,19596
Austria,2020-08-07,21837,775,19690
Austria,2020-08-08,21919,776,19812
Austria,2020-08-09,22033,776,19923
Austria,2020-08-10,22106,778,20010
Austria,2020-08-11,22245,778,20123
Austria,2020-08-12,22439,779,20268
Austria,2020-08-13,22594,780,20346
Austria,2020-08-14,22876,780,20499
Austria,2020-08-15,23179,783,20627
Austria,2020-08-16,23370,783,20681
Austria,2020-08-17,23534,784,20765
Austria,2020-08-18,23829,784,20870
Austria,2020-08-19,24084,784,20958
Austria,2020-08-20,24431,784,21093
Austria,2020-08-21,24762,785,21260
Austria,2020-08-22,25062,787,21406
Austria,2020-08-23,25253,787,21558
Austria,2020-08-24,25495,788,21657
Austria,2020-08-25,25706,788,21888
Austria,2020-08-26,26033,788,22145
Austria,2020-08-27,26361,788,22317
Austria,2020-08-28,26590,788,22594
Austria,2020-08-29,26985,788,22866
Austria,2020-08-30,27166,788,23070
Austria,2020-08-31,27438,788,23226
Austria,2020-09-01,27642,789,23565
Austria,2020-09-02,27969,789,23820
Austria,2020-09-03,28372,790,24171
Austria,2020-09-04,28729,790,24513
Austria,2020-09-05,29087,790,24828
Austria,2020-09-06,29271,791,25043
Austria,2020-09-07,29561,802,25300
Austria,2020-09-08,30081,803,25629
Austria,2020-09-09,30583,803,25764
Austria,2020-09-10,31247,804,26043
Austria,2020-09-11,31827,806,26257
Austria,2020-09-12,32696,810,26579
Austria,2020-09-13,33159,812,26760
Austria,2020-09-14,33541,813,27010
Austria,2020-09-15,34305,813,27354
Austria,2020-09-16,35073,814,27655
Austria,2020-09-17,35853,814,28044
Austria,2020-09-18,36661,819,28451
Austria,2020-09-19,37474,821,28961
Austria,2020-09-20,38095,822,29229
Austria,2020-09-21,38658,823,29516
Austria,2020-09-22,39303,827,30312
Austria,2020-09-23,39984,833,30949
Austria,2020-09-24,40816,839,31661
Austria,2020-09-25,41500,842,32301
Austria,2020-09-26,42214,843,33154
Austria,2020-09-27,42876,843,33589
Austria,2020-09-28,43432,846,34052
Austria,2020-09-29,44041,852,34916
Austria,2020-09-30,44813,855,35644
Austria,2020-10-01,45686,858,36476
Austria,2020-10-02,46374,859,37186
Austria,2020-10-03,47432,865,38045
Austria,2020-10-04,48146,869,38629
Austria,2020-10-05,48896,874,39058
Austria,2020-10-06,49819,878,39790
Austria,2020-10-07,50848,886,40499
Austria,2020-10-08,52057,894,41289
Austria,2020-10-09,53188,898,42039
Austria,2020-10-10,54423,908,42829
Austria,2020-10-11,55319,908,43448
Austria,2020-10-12,56298,912,44065
Austria,2020-10-13,57326,918,44949
Austria,2020-10-14,58672,930,45846
Austria,2020-10-15,60224,935,46798
Austria,2020-10-16,61387,940,47618
Austria,2020-10-17,63134,947,48771
Austria,2020-10-18,64806,951,49561
Austria,2020-10-19,65927,963,50359
Austria,2020-10-20,67451,974,51407
Austria,2020-10-21,69409,986,52617
Austria,2020-10-22,71844,1004,53970
Austria,2020-10-23,74415,1018,55195
Austria,2020-10-24,78029,1030,56791
Austria,2020-10-25,80811,1046,57858
Austria,2020-10-26,83267,1060,59036
Austria,2020-10-27,86102,1074,60308
Austria,2020-10-28,89496,1098,61684
Austria,2020-10-29,93949,1130,63366
Austria,2020-10-30,99576,1159,64987
Austria,2020-10-31,104925,1189,67226
Austria,2020-11-01,109881,1212,69336
Austria,2020-11-02,114016,1244,71691
Austria,2020-11-03,118198,1280,74292
Austria,2020-11-04,125099,1318,77036
Austria,2020-11-05,132515,1363,80604
Austria,2020-11-06,138979,1442,83707
Austria,2020-11-07,147220,1482,88273
Austria,2020-11-08,153153,1519,91719
Austria,2020-11-09,158746,1567,94627
Austria,2020-11-10,164866,1617,98663
Austria,2020-11-11,172380,1688,103759
Austria,2020-11-12,181642,1737,107875
Austria,2020-11-13,191228,1795,112728
Austria,2020-11-14,198291,1888,119415
Austria,2020-11-15,203956,1979,125674
Austria,2020-11-16,208613,2042,129671
Austria,2020-11-17,214597,2105,136487
Austria,2020-11-18,221688,2225,142738
Austria,2020-11-19,228683,2293,149541
Austria,2020-11-20,235351,2411,156483
Austria,2020-11-21,241962,2525,162751
Austria,2020-11-22,247188,2591,169260
Austria,2020-11-23,250333,2669,175527
Austria,2020-11-24,254710,2798,182620
Austria,2020-11-25,260512,2896,189059
Austria,2020-11-26,266038,3012,196342
Austria,2020-11-27,270992,3136,203251
Austria,2020-11-28,275661,3281,210697
Austria,2020-11-29,279708,3376,216998
Austria,2020-11-30,282456,3463,221692
Austria,2020-12-01,285489,3617,227497
Austria,2020-12-02,289461,3750,233657
Austria,2020-12-03,293430,3850,238127
Austria,2020-12-04,297245,3974,243775
Austria,2020-12-05,300689,4090,249441
Austria,2020-12-06,303430,4181,252765
Austria,2020-12-07,305693,4243,256811
Austria,2020-12-08,308070,4358,262314
Austria,2020-12-09,311002,4417,265815
Austria,2020-12-10,313688,4534,269665
Austria,2020-12-11,316581,4673,273503
Austria,2020-12-12,319822,4812,277883
Austria,2020-12-13,322463,4875,281106
Austria,2020-12-14,325051,4937,284174
Austria,2020-12-15,327679,5066,287750
Austria,2020-12-16,330343,5193,291042
Austria,2020-12-17,332828,5432,294315
Austria,2020-12-18,334913,5591,297424
Austria,2020-12-19,337209,5681,300611
Austria,2020-12-20,338854,5836,303213
Austria,2020-12-21,340373,5928,305658
Austria,2020-12-22,342226,6043,309595
Austria,2020-12-23,344357,6168,312921
Austria,2020-12-24,347204,6267,315952
Austria,2020-12-25,349055,6308,318154
Austria,2020-12-26,350484,6374,320753
Austria,2020-12-27,351892,6415,323002
Austria,2020-12-28,353484,6470,326768
Austria,2020-12-29,355352,6611,328974
Austria,2020-12-30,357902,6709,330990
Austria,2020-12-31,360815,6789,332952
Austria,2021-01-01,362911,6831,334901
Austria,2021-01-02,364302,6847,336922
Austria,2021-01-03,365768,6901,338831
Austria,2021-01-04,367410,6937,340273
Austria,2021-01-05,369721,7047,343039
Austria,2021-01-06,372190,7122,344974
Austria,2021-01-07,374730,7170,346901
Austria,2021-01-08,376793,7250,349215
Austria,2021-01-09,379071,7301,351382
Austria,2021-01-10,380722,7340,353749
Austria,2021-01-11,382258,7366,355530
Austria,2021-01-12,383833,7445,357562
Austria,2021-01-13,385750,7499,359692
Austria,2021-01-14,389260,7557,362931
Austria,2021-01-15,390788,7629,365214
Austria,2021-01-16,392511,7701,367785
Austria,2021-01-17,393778,7733,369218
Austria,2021-01-18,394939,7777,370865
Austria,2021-01-19,396425,7862,373090
Austria,2021-01-20,398096,7903,374824
Austria,2021-01-21,399798,7959,376360
Austria,2021-01-22,401886,8006,378408
Austria,2021-01-23,403512,8071,380248
Austria,2021-01-24,404714,8103,381654
Austria,2021-01-25,405723,8139,383200
Austria,2021-01-26,407140,8209,384926
Austria,2021-01-27,408781,8263,386351
Austria,2021-01-28,410230,8311,387787
Austria,2021-01-29,411730,8367,389476
Austria,2021-01-30,413208,8417,391076
Austria,2021-01-31,414398,8437,392497
Austria,2021-02-01,415522,8499,393747
Austria,2021-02-02,416763,8575,395316
Austria,2021-02-03,418283,8635,396709
Austria,2021-02-04,419801,8672,397910
Austria,2021-02-05,421189,8712,399329
Austria,2021-02-06,422522,8735,400851
Austria,2021-02-07,423839,8755,402053
Austria,2021-02-08,424896,8777,403302
Austria,2021-02-09,426093,8819,404676
Austria,2021-02-10,427562,8867,405921
Austria,2021-02-11,429139,8893,407155
Austria,2021-02-12,430870,8928,408426
Austria,2021-02-13,432303,8956,409877
Austria,2021-02-14,433487,8974,411199
Austria,2021-02-15,434712,8985,412457
Austria,2021-02-16,436139,9027,413908
Austria,2021-02-17,437874,9060,415221
Austria,2021-02-18,439841,9084,416431
Austria,2021-02-19,441659,9123,417654
Austria,2021-02-20,443536,9145,419283
Austria,2021-02-21,445374,9165,420509
Austria,2021-02-22,446644,9177,421811
Austria,2021-02-23,448370,9217,423014
Austria,2021-02-24,450376,9256,424348
Austria,2021-02-25,452767,9281,425786
Austria,2021-02-26,454860,9305,427257
Austria,2021-02-27,457317,9330,428904
Austria,2021-02-28,459496,9355,430415
Austria,2021-03-01,460849,9369,432016
Austria,2021-03-02,462769,9403,433873
Austria,2021-03-03,465322,9425,435669
Austria,2021-03-04,467646,9455,437202
Austria,2021-03-05,470314,9474,439101
Austria,2021-03-06,472871,9502,441309
Austria,2021-03-07,475070,9523,443152
Austria,2021-03-08,476980,9544,445032
Austria,2021-03-09,479391,9572,447041
Austria,2021-03-10,481919,9593,449053
Austria,2021-03-11,484916,9617,450862
Austria,2021-03-12,488042,9653,453078
Austria,2021-03-13,491065,9681,455271
Austria,2021-03-14,493568,9700,457266
Austria,2021-03-15,495464,9721,459288
Austria,2021-03-16,497985,9757,461659
Austria,2021-03-17,501224,9791,463714
Austria,2021-03-18,504581,9820,465984
Austria,2021-03-19,508096,9867,468275
Austria,2021-03-20,511440,9898,470684
Austria,2021-03-21,514153,9922,473357
Austria,2021-03-22,516565,9939,475227
Austria,2021-03-23,519980,9974,477940
Austria,2021-03-24,523269,10007,480597
Austria,2021-03-25,526393,10037,483460
Austria,2021-03-26,530288,10061,486088
Austria,2021-03-27,533786,10095,488964
Austria,2021-03-28,536465,10123,491619
Austria,2021-03-29,539541,10144,494377
Austria,2021-03-30,542542,10180,497816
Austria,2021-03-31,546229,10214,501116
Austria,2021-04-01,549592,10246,503729
Austria,2021-04-02,552729,10278,506675
Austria,2021-04-03,556012,10318,509550
Austria,2021-04-04,558755,10335,512642
Austria,2021-04-05,560972,10371,516084
Austria,2021-04-06,562907,10409,519202
Austria,2021-04-07,566008,10441,522774
Austria,2021-04-08,568914,10485,525682
Austria,2021-04-09,571616,10526,529191
Austria,2021-04-10,574755,10567,532539
Austria,2021-04-11,577007,10595,535798
Austria,2021-04-12,578950,10616,538609
Austria,2021-04-13,581263,10663,541786
Austria,2021-04-14,584205,10697,544989
Austria,2021-04-15,586883,10734,547604
Austria,2021-04-16,589299,10767,550470
Austria,2021-04-17,591347,10797,552619
Austria,2021-04-18,593423,10828,555218
Austria,2021-04-19,595540,10854,557467
Austria,2021-04-20,597566,10894,560492
Austria,2021-04-21,600089,10935,563256
Austria,2021-04-22,602494,10967,565513
Austria,2021-04-23,604823,10999,568213
Austria,2021-04-24,606954,11016,570684
Austria,2021-04-25,608979,11035,573155
Austria,2021-04-26,610545,11047,575217
Austria,2021-04-27,612170,11078,577977
Austria,2021-04-28,614510,11107,580330
Austria,2021-04-29,616739,11137,582575
Austria,2021-04-30,618870,11166,584777
Austria,2021-05-01,620485,11197,587115
Austria,2021-05-02,622110,11210,589534
Austria,2021-05-03,623201,11227,591525
Austria,2021-05-04,624595,11261,593684
Austria,2021-05-05,626239,11283,595877
Austria,2021-05-06,627484,11307,597922
Austria,2021-05-07,628817,11327,599854
Austria,2021-05-08,630050,11352,601958
Austria,2021-05-09,631076,11360,603901
Austria,2021-05-10,631896,11371,605441
Austria,2021-05-11,632766,11394,607712
Austria,2021-05-12,633960,11411,609666
Austria,2021-05-13,634893,11429,611254
Austria,2021-05-14,635780,11441,612523
Austria,2021-05-15,636424,11458,614803
Austria,2021-05-16,637097,11462,616148
Austria,2021-05-17,637573,11468,617307
Austria,2021-05-18,638155,11489,618798
Austria,2021-05-19,639054,11499,618798
Austria,2021-05-20,639616,11520,619756
Austria,2021-05-21,640293,11527,620837
Austria,2021-05-22,640876,11534,621998
Austria,2021-05-23,641380,11539,622889
Austria,2021-05-24,641740,11540,623668
Austria,2021-05-25,642138,11544,624549
Austria,2021-05-26,642583,11561,625453
Austria,2021-05-27,643168,11568,626259
Austria,2021-05-28,643709,11585,626815
Austria,2021-05-29,644207,11589,627672
Austria,2021-05-30,644586,11593,628312
Austria,2021-05-31,644815,11600,628856
Austria,2021-06-01,645152,11613,629713
Austria,2021-06-02,645552,11619,630274
Austria,2021-06-03,645834,11625,630458
Austria,2021-06-04,646167,11629,630458
Austria,2021-06-05,646438,11634,630458
Austria,2021-06-06,646800,11637,630942
Austria,2021-06-07,647079,11638,631294
Austria,2021-06-08,647322,11645,631869
Austria,2021-06-09,647688,11648,632188
Austria,2021-06-10,647971,11648,632660
Austria,2021-06-11,648187,11650,633105
Austria,2021-06-12,648387,11650,633538
Austria,2021-06-13,648620,11660,633939
Austria,2021-06-14,648732,11661,634123
Austria,2021-06-15,648849,11667,634439
Austria,2021-06-16,649002,11670,634900
Austria,2021-06-17,649181,11673,635192
Austria,2021-06-18,649309,11676,635544
Austria,2021-06-19,649445,11678,635886
Austria,2021-06-20,649576,11679,636125
Austria,2021-06-21,649670,11679,636365
Austria,2021-06-22,649728,11683,636523
Austria,2021-06-23,649845,11685,636740
Austria,2021-06-24,649922,11697,636923
Austria,2021-06-25,650016,11699,637051
Austria,2021-06-26,650191,11699,637238
Austria,2021-06-27,650261,11700,637424
Austria,2021-06-28,650324,11700,637545
Austria,2021-06-29,650353,11700,637613
Austria,2021-06-30,650412,11702,637751
Austria,2021-07-01,650474,11706,637909
Austria,2021-07-02,650569,11709,638032
Austria,2021-07-03,650662,11709,638167
Austria,2021-07-04,650737,11709,638319
Austria,2021-07-05,650817,11713,638378
Austria,2021-07-06,650901,11718,638456
Austria,2021-07-07,651008,11719,638566
Austria,2021-07-08,651128,11721,638618
Austria,2021-07-09,651320,11722,638719
Austria,2021-07-10,651453,11723,638814
Austria,2021-07-11,651612,11723,638889
Austria,2021-07-12,651804,11723,638965
Austria,2021-07-13,652022,11724,639035
Austria,2021-07-14,652354,11726,639154
Austria,2021-07-15,652660,11727,639239
Austria,2021-07-16,653001,11728,639352
Austria,2021-07-17,653412,11728,639422
Austria,2021-07-18,653735,11729,639573
Austria,2021-07-19,653998,11729,639700
Austria,2021-07-20,654314,11729,639831
Austria,2021-07-21,654745,11729,640018
Austria,2021-07-22,655197,11730,640202
Austria,2021-07-23,655589,11730,640430
Austria,2021-07-24,655938,11731,640685
Austria,2021-07-25,656270,11731,640951
Austria,2021-07-26,656582,11732,641222
Austria,2021-07-27,656949,11737,641541
Austria,2021-07-28,657501,11737,641880
Austria,2021-07-29,658004,11737,642229
Austria,2021-07-30,658518,11737,642597
Austria,2021-07-31,659056,11737,643027
Austria,2021-08-01,659508,11738,643387
Austria,2021-08-02,659872,11739,643694
Austria,2021-08-03,660262,11742,644038
Austria,2021-08-04,660854,11744,644388
Austria,2021-08-05,661359,11745,644840
Austria,2021-08-06,661922,11748,645272
Austria,2021-08-07,662529,11750,645694
Austria,2021-08-08,663082,11750,646143
Austria,2021-08-09,663532,11750,646485
Austria,2021-08-10,664133,11751,646937
Austria,2021-08-11,665035,11752,647472
Austria,2021-08-12,665885,11753,647883
Austria,2021-08-13,666890,11753,648420
Austria,2021-08-14,667841,11754,648966
Austria,2021-08-15,668732,11756,649417
Austria,2021-08-16,669506,11757,649865
Austria,2021-08-17,670372,11757,650408
Austria,2021-08-18,671593,11757,650931
Austria,2021-08-19,672819,11760,651560
Austria,2021-08-20,674077,11761,652180
Austria,2021-08-21,675405,11761,652896
Austria,2021-08-22,676526,11762,653564
Austria,2021-08-23,677603,11763,654355
Austria,2021-08-24,678605,11768,655187
Austria,2021-08-25,680179,11770,656016
Austria,2021-08-26,681617,11772,657013
Austria,2021-08-27,683219,11772,657994
Austria,2021-08-28,684541,11772,659053
Austria,2021-08-29,685956,11772,660098
Austria,2021-08-30,687076,11772,661189
Austria,2021-08-31,688305,11772,662330
Austria,2021-09-01,690153,11775,663461
Austria,2021-09-02,691663,11778,664582
Austria,2021-09-03,693416,11785,665894
Austria,2021-09-04,695131,11790,667154
Austria,2021-09-05,696905,11793,668398
Austria,2021-09-06,697510,11801,669622
Austria,2021-09-07,698948,11813,670601
Austria,2021-09-08,701216,11816,672145
Austria,2021-09-09,703572,11823,673455
Austria,2021-09-10,705913,11834,675060
Austria,2021-09-11,708173,11839,676436
Austria,2021-09-12,710030,11841,677882
Austria,2021-09-13,711573,11842,679480
Austria,2021-09-14,713269,11852,681014
Austria,2021-09-15,715893,11859,682971
Austria,2021-09-16,718091,11875,684548
Austria,2021-09-17,720455,11888,686324
Austria,2021-09-18,722357,11895,688015
Austria,2021-09-19,724035,11901,689927
Austria,2021-09-20,725434,11902,691691
Austria,2021-09-21,726674,11926,693600
Austria,2021-09-22,728696,11943,695769
Austria,2021-09-23,730403,11954,698042
Austria,2021-09-24,732157,11965,700130
Austria,2021-09-25,734302,11973,702343
Austria,2021-09-26,735890,11981,703682
Austria,2021-09-27,737202,11988,705102
Austria,2021-09-28,738763,11999,707860
Austria,2021-09-29,741046,12012,710069
Austria,2021-09-30,743095,12024,711844
Austria,2021-10-01,744964,12029,713762
Austria,2021-10-02,746380,12036,714965
Austria,2021-10-03,748825,12041,717091
Austria,2021-10-04,750229,12049,718879
Austria,2021-10-05,751139,12066,720587
Austria,2021-10-06,753832,12079,722586
Austria,2021-10-07,755797,12091,724155
Austria,2021-10-08,757675,12104,725942
Austria,2021-10-09,759543,12110,728187
Austria,2021-10-10,761218,12116,730020
Austria,2021-10-11,762538,12127,731698
Austria,2021-10-12,763928,12143,733437
Austria,2021-10-13,766542,12160,735565
Austria,2021-10-14,768711,12168,737170
Austria,2021-10-15,771143,12176,739024
Austria,2021-10-16,773540,12187,740910
Austria,2021-10-17,775782,12193,742461
Austria,2021-10-18,777679,12207,744328
Austria,2021-10-19,780269,12225,745899
Austria,2021-10-20,783996,12239,748250
Austria,2021-10-21,787644,12251,749934
Austria,2021-10-22,791226,12265,751994
Austria,2021-10-23,794982,12278,754072
Austria,2021-10-24,798606,12284,756121
Austria,2021-10-25,801456,12295,758121
Austria,2021-10-26,804825,12315,760336
Austria,2021-10-27,809086,12326,762727
Austria,2021-10-28,813334,12356,765385
Austria,2021-10-29,819195,12375,768019
Austria,2021-10-30,825297,12388,771155
Austria,2021-10-31,830981,12401,774316
Austria,2021-11-01,835504,12414,777067
Austria,2021-11-02,840902,12426,780053
Austria,2021-11-03,847408,12448,784088
Austria,2021-11-04,856002,12469,787837
Austria,2021-11-05,865390,12504,791280
Austria,2021-11-06,875333,12538,795835
Austria,2021-11-07,883887,12560,799839
Austria,2021-11-08,892065,12574,804003
Austria,2021-11-09,899777,12616,808984
Austria,2021-11-10,911175,12641,813987
Austria,2021-11-11,923150,12667,818865
Austria,2021-11-12,934948,12711,824590
Austria,2021-11-13,948100,12764,830831
Austria,2021-11-14,959652,12783,836053
Austria,2021-11-15,971541,12827,842934
Austria,2021-11-16,981904,12894,850926
Austria,2021-11-17,996320,12939,858323
Austria,2021-11-18,1011465,12999,867601
Austria,2021-11-19,1027274,13052,876482
Austria,2021-11-20,1042571,13099,886136
Austria,2021-11-21,1056613,13123,895154
Austria,2021-11-22,1070419,13153,905393
Austria,2021-11-23,1079932,13232,918366
Austria,2021-11-24,1095297,13304,931174
Austria,2021-11-25,1108889,13362,944173
Austria,2021-11-26,1121134,13418,956488
Austria,2021-11-27,1132805,13489,968185
Austria,2021-11-28,1143283,13531,982292
Austria,2021-11-29,1151809,13571,994091
Austria,2021-11-30,1159995,13645,1007909
Austria,2021-12-01,1170362,13712,1022661
Austria,2021-12-02,1179244,13791,1036553
Austria,2021-12-03,1185982,13866,1050051
Austria,2021-12-04,1193286,13932,1063484
Austria,2021-12-05,1198478,13980,1075482
Austria,2021-12-06,1203103,14033,1087133
Austria,2021-12-07,1207336,14118,1098287
Austria,2021-12-08,1212999,14181,1109972
Austria,2021-12-09,1217436,14216,1119866
Austria,2021-12-10,1221095,14287,1129438
Austria,2021-12-11,1225555,14361,1138722
Austria,2021-12-12,1228034,14382,1144860
Austria,2021-12-13,1232204,14443,1154192
Austria,2021-12-14,1235063,14513,1160198
Austria,2021-12-15,1239287,14569,1167813
Austria,2021-12-16,1242333,14627,1174915
Austria,2021-12-17,1245232,14684,1180605
Austria,2021-12-18,1247399,14710,1186599
Austria,2021-12-19,1249641,14729,1191530
Austria,2021-12-20,1251433,14748,1196295
Austria,2021-12-21,1253961,14795,1201459
Austria,2021-12-22,1256230,14827,1206524
Austria,2021-12-23,1258377,14858,1211312
Austria,2021-12-24,1260751,14882,1214967
Austria,2021-12-25,1262836,14892,1218605
Austria,2021-12-26,1264553,14900,1221433
Austria,2021-12-27,1266103,14918,1223628
Austria,2021-12-28,1268519,14942,1226425
Austria,2021-12-29,1271770,14961,1229447
Austria,2021-12-30,1274995,14974,1232226
Austria,2021-12-31,1278619,15009,1234709
Austria,2022-01-01,1282227,15027,1237061
Austria,2022-01-02,1285510,15030,1238911
Austria,2022-01-03,1288829,15037,1240740
Austria,2022-01-04,1294325,15065,1242779
Austria,2022-01-05,1304086,15085,1245294
Austria,2022-01-06,1312939,15108,1247752
Austria,2022-01-07,1321725,15115,1250567
Austria,2022-01-08,1329130,15131,1253075
Austria,2022-01-09,1339421,15135,1255816
Austria,2022-01-10,1350225,15142,1259323
Austria,2022-01-11,1361741,15161,1263243
Austria,2022-01-12,1378747,15172,1268317
Austria,2022-01-13,1394599,15190,1273884
Austria,2022-01-14,1411421,15197,1279726
Austria,2022-01-15,1428170,15208,1288191
Austria,2022-01-16,1443589,15213,1295738
Austria,2022-01-17,1459306,15215,1304003
Austria,2022-01-18,1475991,15237,1314129
Austria,2022-01-19,1503668,15253,1328340
Austria,2022-01-20,1527982,15266,1341065
Austria,2022-01-21,1553328,15271,1353790
Austria,2022-01-22,1577588,15284,1366515
Austria,2022-01-23,1600041,15290,1377812
